time	veloc	accel	accelt
   6.010 	    3.561 	    0.983 	    1.000
   6.020 	    3.576 	    0.968 	    1.000
   6.030 	    3.585 	    0.954 	    1.000
   6.040 	    3.595 	    0.940 	    1.000
   6.050 	    3.605 	    0.918 	    1.000
   6.060 	    3.615 	    0.875 	    1.000
   6.070 	    3.622 	    0.818 	    1.000
   6.080 	    3.627 	    0.760 	    1.000
   6.090 	    3.632 	    0.696 	    1.000
   6.100 	    3.637 	    0.617 	    1.000
   6.110 	    3.641 	    0.545 	    1.000
   6.120 	    3.646 	    0.488 	    1.000
   6.130 	    3.651 	    0.423 	    1.000
   6.140 	    3.656 	    0.352 	    1.000
   6.150 	    3.661 	    0.280 	    1.000
   6.160 	    3.666 	    0.215 	    1.000
   6.170 	    3.671 	    0.158 	    1.000
   6.180 	    3.673 	    0.100 	    1.000
   6.190 	    3.673 	    0.043 	    1.000
   6.200 	    3.673 	   -0.014 	    1.000
   6.210 	    3.673 	   -0.072 	    1.000
   6.220 	    3.671 	   -0.129 	    1.000
   6.230 	    3.668 	   -0.187 	    1.000
   6.240 	    3.663 	   -0.244 	    1.000
   6.250 	    3.659 	   -0.301 	    1.000
   6.260 	    3.654 	   -0.352 	    1.000
   6.270 	    3.649 	   -0.387 	    1.000
   6.280 	    3.644 	   -0.423 	    1.000
   6.290 	    3.639 	   -0.473 	    1.000
   6.300 	    3.634 	   -0.524 	    1.000
   6.310 	    3.629 	   -0.567 	    1.000
   6.320 	    3.624 	   -0.603 	    1.000
   6.330 	    3.620 	   -0.638 	    1.000
   6.340 	    3.615 	   -0.674 	    1.000
   6.350 	    3.610 	   -0.696 	    1.000
   6.360 	    3.605 	   -0.710 	    1.000
   6.370 	    3.598 	   -0.725 	    1.000
   6.380 	    3.588 	   -0.739 	    1.000
   6.390 	    3.578 	   -0.746 	    1.000
   6.400 	    3.568 	   -0.746 	    1.000
   6.410 	    3.559 	   -0.746 	    1.000
   6.420 	    3.546 	   -0.746 	    1.000
   6.430 	    3.537 	   -0.746 	    1.000
   6.440 	    3.529 	   -0.746 	    1.000
   6.450 	    3.522 	   -0.739 	    1.000
   6.460 	    3.515 	   -0.717 	    1.000
   6.470 	    3.507 	   -0.689 	    1.000
   6.480 	    3.502 	   -0.653 	    1.000
   6.490 	    3.498 	   -0.603 	    1.000
   6.500 	    3.493 	   -0.538 	    1.000
   6.510 	    3.488 	   -0.473 	    1.000
   6.520 	    3.483 	   -0.423 	    1.000
   6.530 	    3.478 	   -0.373 	    1.000
   6.540 	    3.473 	   -0.308 	    1.000
   6.550 	    3.468 	   -0.237 	    1.000
   6.560 	    3.463 	   -0.172 	    1.000
   6.570 	    3.461 	   -0.115 	    1.000
   6.580 	    3.461 	   -0.050 	    1.000
   6.590 	    3.461 	    0.022 	    1.000
   6.600 	    3.461 	    0.093 	    1.000
   6.610 	    3.461 	    0.165 	    1.000
   6.620 	    3.463 	    0.237 	    1.000
   6.630 	    3.468 	    0.316 	    1.000
   6.640 	    3.473 	    0.395 	    1.000
   6.650 	    3.478 	    0.459 	    1.000
   6.660 	    3.483 	    0.509 	    1.000
   6.670 	    3.490 	    0.552 	    1.000
   6.680 	    3.498 	    0.595 	    1.000
   6.690 	    3.505 	    0.646 	    1.000
   6.700 	    3.512 	    0.696 	    1.000
   6.710 	    3.520 	    0.732 	    1.000
   6.720 	    3.529 	    0.760 	    1.000
   6.730 	    3.537 	    0.796 	    1.000
   6.740 	    3.544 	    0.839 	    1.000
   6.750 	    3.551 	    0.868 	    1.000
   6.760 	    3.559 	    0.882 	    1.000
   6.770 	    3.566 	    0.897 	    1.000
   6.780 	    3.576 	    0.911 	    1.000
   6.790 	    3.585 	    0.925 	    1.000
   6.800 	    3.595 	    0.933 	    1.000
   6.810 	    3.605 	    0.940 	    1.000
   6.820 	    3.617 	    0.954 	    1.000
   6.830 	    3.629 	    0.968 	    1.000
   6.840 	    3.639 	    0.976 	    1.000
   6.850 	    3.649 	    0.976 	    1.000
   6.860 	    3.659 	    0.968 	    1.000
   6.870 	    3.668 	    0.954 	    1.000
   6.880 	    3.678 	    0.940 	    1.000
   6.890 	    3.688 	    0.918 	    1.000
   6.900 	    3.698 	    0.875 	    1.000
   6.910 	    3.707 	    0.818 	    1.000
   6.920 	    3.717 	    0.768 	    1.000
   6.930 	    3.724 	    0.717 	    1.000
   6.940 	    3.732 	    0.653 	    1.000
   6.950 	    3.739 	    0.581 	    1.000
   6.960 	    3.746 	    0.509 	    1.000
   6.970 	    3.754 	    0.438 	    1.000
   6.980 	    3.759 	    0.366 	    1.000
   6.990 	    3.761 	    0.287 	    1.000
   7.000 	    3.763 	    0.201 	    1.000
   7.010 	    3.766 	    0.122 	    1.000
   7.020 	    3.766 	    0.050 	    1.000
   7.030 	    3.763 	   -0.022 	    1.000
   7.040 	    3.761 	   -0.100 	    1.000
   7.050 	    3.759 	   -0.179 	    1.000
   7.060 	    3.756 	   -0.244 	    1.000
   7.070 	    3.754 	   -0.294 	    1.000
   7.080 	    3.749 	   -0.344 	    1.000
   7.090 	    3.744 	   -0.402 	    1.000
   7.100 	    3.739 	   -0.452 	    1.000
   7.110 	    3.734 	   -0.488 	    1.000
   7.120 	    3.729 	   -0.516 	    1.000
   7.130 	    3.722 	   -0.552 	    1.000
   7.140 	    3.717 	   -0.603 	    1.000
   7.150 	    3.712 	   -0.653 	    1.000
   7.160 	    3.707 	   -0.689 	    1.000
   7.170 	    3.700 	   -0.717 	    1.000
   7.180 	    3.693 	   -0.746 	    1.000
   7.190 	    3.685 	   -0.775 	    1.000
   7.200 	    3.678 	   -0.803 	    1.000
   7.210 	    3.671 	   -0.825 	    1.000
   7.220 	    3.661 	   -0.846 	    1.000
   7.230 	    3.649 	   -0.875 	    1.000
   7.240 	    3.639 	   -0.897 	    1.000
   7.250 	    3.629 	   -0.897 	    1.000
   7.260 	    3.620 	   -0.882 	    1.000
   7.270 	    3.610 	   -0.868 	    1.000
   7.280 	    3.600 	   -0.854 	    1.000
   7.290 	    3.590 	   -0.839 	    1.000
   7.300 	    3.580 	   -0.818 	    1.000
   7.310 	    3.571 	   -0.782 	    1.000
   7.320 	    3.561 	   -0.746 	    1.000
   7.330 	    3.554 	   -0.710 	    1.000
   7.340 	    3.549 	   -0.660 	    1.000
   7.350 	    3.544 	   -0.603 	    1.000
   7.360 	    3.539 	   -0.545 	    1.000
   7.370 	    3.534 	   -0.488 	    1.000
   7.380 	    3.529 	   -0.416 	    1.000
   7.390 	    3.524 	   -0.330 	    1.000
   7.400 	    3.520 	   -0.244 	    1.000
   7.410 	    3.515 	   -0.165 	    1.000
   7.420 	    3.512 	   -0.100 	    1.000
   7.430 	    3.512 	   -0.043 	    1.000
   7.440 	    3.512 	    0.014 	    1.000
   7.450 	    3.512 	    0.072 	    1.000
   7.460 	    3.512 	    0.129 	    1.000
   7.470 	    3.517 	    0.187 	    1.000
   7.480 	    3.522 	    0.244 	    1.000
   7.490 	    3.527 	    0.308 	    1.000
   7.500 	    3.532 	    0.373 	    1.000
   7.510 	    3.537 	    0.423 	    1.000
   7.520 	    3.541 	    0.466 	    1.000
   7.530 	    3.546 	    0.516 	    1.000
   7.540 	    3.551 	    0.581 	    1.000
   7.550 	    3.556 	    0.638 	    1.000
   7.560 	    3.561 	    0.681 	    1.000
   7.570 	    3.566 	    0.725 	    1.000
   7.580 	    3.573 	    0.768 	    1.000
   7.590 	    3.580 	    0.811 	    1.000
   7.600 	    3.588 	    0.854 	    1.000
   7.610 	    3.595 	    0.897 	    1.000
   7.620 	    3.605 	    0.940 	    1.000
   7.630 	    3.617 	    0.983 	    1.000
   7.640 	    3.629 	    1.019 	    1.000
   7.650 	    3.641 	    1.040 	    1.000
   7.660 	    3.654 	    1.047 	    1.000
   7.670 	    3.666 	    1.047 	    1.000
   7.680 	    3.678 	    1.047 	    1.000
   7.690 	    3.690 	    1.047 	    1.000
   7.700 	    3.702 	    1.040 	    1.000
   7.710 	    3.715 	    1.019 	    1.000
   7.720 	    3.727 	    0.990 	    1.000
   7.730 	    3.737 	    0.968 	    1.000
   7.740 	    3.744 	    0.947 	    1.000
   7.750 	    3.751 	    0.918 	    1.000
   7.760 	    3.759 	    0.890 	    1.000
   7.770 	    3.766 	    0.861 	    1.000
   7.780 	    3.773 	    0.832 	    1.000
   7.790 	    3.780 	    0.782 	    1.000
   7.800 	    3.788 	    0.710 	    1.000
   7.810 	    3.795 	    0.646 	    1.000
   7.820 	    3.805 	    0.595 	    1.000
   7.830 	    3.812 	    0.552 	    1.000
   7.840 	    3.820 	    0.509 	    1.000
   7.850 	    3.827 	    0.466 	    1.000
   7.860 	    3.834 	    0.423 	    1.000
   7.870 	    3.841 	    0.380 	    1.000
   7.880 	    3.841 	    0.337 	    1.000
   7.890 	    3.841 	    0.287 	    1.000
   7.900 	    3.841 	    0.222 	    1.000
   7.910 	    3.841 	    0.158 	    1.000
   7.920 	    3.841 	    0.100 	    1.000
   7.930 	    3.841 	    0.036 	    1.000
   7.940 	    3.841 	   -0.043 	    1.000
   7.950 	    3.841 	   -0.129 	    1.000
   7.960 	    3.841 	   -0.194 	    1.000
   7.970 	    3.841 	   -0.237 	    1.000
   7.980 	    3.839 	   -0.280 	    1.000
   7.990 	    3.837 	   -0.323 	    1.000
   8.000 	    3.834 	   -0.366 	    1.000
   8.010 	    3.832 	   -0.409 	    1.000
   8.020 	    3.827 	   -0.452 	    1.000
   8.030 	    3.820 	   -0.502 	    1.000
   8.040 	    3.812 	   -0.560 	    1.000
   8.050 	    3.805 	   -0.610 	    1.000
   8.060 	    3.798 	   -0.646 	    1.000
   8.070 	    3.790 	   -0.674 	    1.000
   8.080 	    3.783 	   -0.703 	    1.000
   8.090 	    3.776 	   -0.732 	    1.000
   8.100 	    3.768 	   -0.753 	    1.000
   8.110 	    3.761 	   -0.760 	    1.000
   8.120 	    3.751 	   -0.760 	    1.000
   8.130 	    3.741 	   -0.760 	    1.000
   8.140 	    3.734 	   -0.760 	    1.000
   8.150 	    3.727 	   -0.760 	    1.000
   8.160 	    3.720 	   -0.760 	    1.000
   8.170 	    3.712 	   -0.760 	    1.000
   8.180 	    3.705 	   -0.760 	    1.000
   8.190 	    3.698 	   -0.760 	    1.000
   8.200 	    3.690 	   -0.746 	    1.000
   8.210 	    3.683 	   -0.717 	    1.000
   8.220 	    3.676 	   -0.696 	    1.000
   8.230 	    3.668 	   -0.674 	    1.000
   8.240 	    3.661 	   -0.646 	    1.000
   8.250 	    3.654 	   -0.617 	    1.000
   8.260 	    3.646 	   -0.588 	    1.000
   8.270 	    3.639 	   -0.560 	    1.000
   8.280 	    3.632 	   -0.524 	    1.000
   8.290 	    3.627 	   -0.481 	    1.000
   8.300 	    3.622 	   -0.430 	    1.000
   8.310 	    3.617 	   -0.373 	    1.000
   8.320 	    3.615 	   -0.316 	    1.000
   8.330 	    3.612 	   -0.251 	    1.000
   8.340 	    3.610 	   -0.172 	    1.000
   8.350 	    3.607 	   -0.086 	    1.000
   8.360 	    3.605 	    0.000 	    1.000
   8.370 	    3.605 	    0.079 	    1.000
   8.380 	    3.605 	    0.158 	    1.000
   8.390 	    3.607 	    0.237 	    1.000
   8.400 	    3.610 	    0.301 	    1.000
   8.410 	    3.612 	    0.359 	    1.000
   8.420 	    3.617 	    0.416 	    1.000
   8.430 	    3.624 	    0.473 	    1.000
   8.440 	    3.632 	    0.538 	    1.000
   8.450 	    3.639 	    0.603 	    1.000
   8.460 	    3.646 	    0.660 	    1.000
   8.470 	    3.656 	    0.710 	    1.000
   8.480 	    3.663 	    0.753 	    1.000
   8.490 	    3.671 	    0.796 	    1.000
   8.500 	    3.678 	    0.832 	    1.000
   8.510 	    3.685 	    0.854 	    1.000
   8.520 	    3.693 	    0.868 	    1.000
   8.530 	    3.702 	    0.890 	    1.000
   8.540 	    3.712 	    0.911 	    1.000
   8.550 	    3.722 	    0.911 	    1.000
   8.560 	    3.732 	    0.904 	    1.000
   8.570 	    3.741 	    0.904 	    1.000
   8.580 	    3.751 	    0.904 	    1.000
   8.590 	    3.761 	    0.904 	    1.000
   8.600 	    3.771 	    0.904 	    1.000
   8.610 	    3.780 	    0.897 	    1.000
   8.620 	    3.793 	    0.882 	    1.000
   8.630 	    3.802 	    0.868 	    1.000
   8.640 	    3.810 	    0.846 	    1.000
   8.650 	    3.817 	    0.818 	    1.000
   8.660 	    3.824 	    0.789 	    1.000
   8.670 	    3.832 	    0.760 	    1.000
   8.680 	    3.839 	    0.732 	    1.000
   8.690 	    3.846 	    0.689 	    1.000
   8.700 	    3.854 	    0.624 	    1.000
   8.710 	    3.861 	    0.560 	    1.000
   8.720 	    3.868 	    0.509 	    1.000
   8.730 	    3.873 	    0.459 	    1.000
   8.740 	    3.878 	    0.395 	    1.000
   8.750 	    3.883 	    0.323 	    1.000
   8.760 	    3.888 	    0.251 	    1.000
   8.770 	    3.893 	    0.179 	    1.000
   8.780 	    3.893 	    0.108 	    1.000
   8.790 	    3.893 	    0.029 	    1.000
   8.800 	    3.893 	   -0.050 	    1.000
   8.810 	    3.893 	   -0.115 	    1.000
   8.820 	    3.890 	   -0.172 	    1.000
   8.830 	    3.885 	   -0.230 	    1.000
   8.840 	    3.880 	   -0.287 	    1.000
   8.850 	    3.876 	   -0.344 	    1.000
   8.860 	    3.871 	   -0.387 	    1.000
   8.870 	    3.866 	   -0.416 	    1.000
   8.880 	    3.859 	   -0.445 	    1.000
   8.890 	    3.854 	   -0.473 	    1.000
   8.900 	    3.849 	   -0.495 	    1.000
   8.910 	    3.844 	   -0.502 	    1.000
   8.920 	    3.839 	   -0.502 	    1.000
   8.930 	    3.834 	   -0.502 	    1.000
   8.940 	    3.829 	   -0.509 	    1.000
   8.950 	    3.824 	   -0.516 	    1.000
   8.960 	    3.820 	   -0.509 	    1.000
   8.970 	    3.815 	   -0.502 	    1.000
   8.980 	    3.810 	   -0.509 	    1.000
   8.990 	    3.805 	   -0.524 	    1.000
   9.000 	    3.800 	   -0.538 	    1.000
   9.010 	    3.795 	   -0.552 	    1.000
   9.020 	    3.790 	   -0.567 	    1.000
   9.030 	    3.783 	   -0.581 	    1.000
   9.040 	    3.778 	   -0.588 	    1.000
   9.050 	    3.773 	   -0.588 	    1.000
   9.060 	    3.768 	   -0.588 	    1.000
   9.070 	    3.761 	   -0.588 	    1.000
   9.080 	    3.754 	   -0.581 	    1.000
   9.090 	    3.746 	   -0.567 	    1.000
   9.100 	    3.739 	   -0.545 	    1.000
   9.110 	    3.732 	   -0.509 	    1.000
   9.120 	    3.724 	   -0.473 	    1.000
   9.130 	    3.720 	   -0.445 	    1.000
   9.140 	    3.715 	   -0.409 	    1.000
   9.150 	    3.710 	   -0.359 	    1.000
   9.160 	    3.705 	   -0.301 	    1.000
   9.170 	    3.702 	   -0.244 	    1.000
   9.180 	    3.700 	   -0.172 	    1.000
   9.190 	    3.700 	   -0.086 	    1.000
   9.200 	    3.700 	    0.000 	    1.000
   9.210 	    3.700 	    0.079 	    1.000
   9.220 	    3.700 	    0.151 	    1.000
   9.230 	    3.702 	    0.222 	    1.000
   9.240 	    3.705 	    0.294 	    1.000
   9.250 	    3.707 	    0.359 	    1.000
   9.260 	    3.710 	    0.416 	    1.000
   9.270 	    3.717 	    0.466 	    1.000
   9.280 	    3.724 	    0.509 	    1.000
   9.290 	    3.732 	    0.552 	    1.000
   9.300 	    3.739 	    0.595 	    1.000
   9.310 	    3.746 	    0.631 	    1.000
   9.320 	    3.754 	    0.660 	    1.000
   9.330 	    3.761 	    0.689 	    1.000
   9.340 	    3.768 	    0.710 	    1.000
   9.350 	    3.776 	    0.710 	    1.000
   9.360 	    3.783 	    0.696 	    1.000
   9.370 	    3.790 	    0.681 	    1.000
   9.380 	    3.798 	    0.667 	    1.000
   9.390 	    3.805 	    0.660 	    1.000
   9.400 	    3.812 	    0.660 	    1.000
   9.410 	    3.820 	    0.660 	    1.000
   9.420 	    3.827 	    0.660 	    1.000
   9.430 	    3.832 	    0.660 	    1.000
   9.440 	    3.837 	    0.653 	    1.000
   9.450 	    3.841 	    0.631 	    1.000
   9.460 	    3.846 	    0.603 	    1.000
   9.470 	    3.851 	    0.574 	    1.000
   9.480 	    3.859 	    0.545 	    1.000
   9.490 	    3.866 	    0.509 	    1.000
   9.500 	    3.873 	    0.466 	    1.000
   9.510 	    3.880 	    0.430 	    1.000
   9.520 	    3.888 	    0.402 	    1.000
   9.530 	    3.893 	    0.380 	    1.000
   9.540 	    3.895 	    0.366 	    1.000
   9.550 	    3.898 	    0.352 	    1.000
   9.560 	    3.900 	    0.330 	    1.000
   9.570 	    3.902 	    0.301 	    1.000
   9.580 	    3.902 	    0.273 	    1.000
   9.590 	    3.902 	    0.222 	    1.000
   9.600 	    3.902 	    0.151 	    1.000
   9.610 	    3.902 	    0.086 	    1.000
   9.620 	    3.905 	    0.036 	    1.000
   9.630 	    3.907 	   -0.007 	    1.000
   9.640 	    3.910 	   -0.050 	    1.000
   9.650 	    3.912 	   -0.093 	    1.000
   9.660 	    3.915 	   -0.129 	    1.000
   9.670 	    3.917 	   -0.158 	    1.000
   9.680 	    3.912 	   -0.187 	    1.000
   9.690 	    3.907 	   -0.222 	    1.000
   9.700 	    3.902 	   -0.273 	    1.000
   9.710 	    3.898 	   -0.330 	    1.000
   9.720 	    3.893 	   -0.387 	    1.000
   9.730 	    3.888 	   -0.452 	    1.000
   9.740 	    3.883 	   -0.524 	    1.000
   9.750 	    3.878 	   -0.588 	    1.000
   9.760 	    3.873 	   -0.624 	    1.000
   9.770 	    3.868 	   -0.638 	    1.000
   9.780 	    3.861 	   -0.653 	    1.000
   9.790 	    3.854 	   -0.667 	    1.000
   9.800 	    3.846 	   -0.681 	    1.000
   9.810 	    3.839 	   -0.696 	    1.000
   9.820 	    3.829 	   -0.710 	    1.000
   9.830 	    3.820 	   -0.725 	    1.000
   9.840 	    3.812 	   -0.739 	    1.000
   9.850 	    3.805 	   -0.746 	    1.000
   9.860 	    3.798 	   -0.739 	    1.000
   9.870 	    3.790 	   -0.725 	    1.000
   9.880 	    3.783 	   -0.710 	    1.000
   9.890 	    3.776 	   -0.696 	    1.000
   9.900 	    3.768 	   -0.674 	    1.000
   9.910 	    3.761 	   -0.646 	    1.000
   9.920 	    3.754 	   -0.624 	    1.000
   9.930 	    3.746 	   -0.610 	    1.000
   9.940 	    3.741 	   -0.595 	    1.000
   9.950 	    3.737 	   -0.581 	    1.000
   9.960 	    3.732 	   -0.567 	    1.000
   9.970 	    3.727 	   -0.552 	    1.000
   9.980 	    3.722 	   -0.538 	    1.000
   9.990 	    3.717 	   -0.524 	    1.000
  10.000 	    3.712 	   -0.502 	    1.000
  10.010 	    3.707 	   -0.473 	    1.000
  10.020 	    3.702 	   -0.452 	    1.000
  10.030 	    3.698 	   -0.430 	    1.000
  10.040 	    3.693 	   -0.402 	    1.000
  10.050 	    3.688 	   -0.373 	    1.000
  10.060 	    3.683 	   -0.344 	    1.000
  10.070 	    3.678 	   -0.316 	    1.000
  10.080 	    3.673 	   -0.273 	    1.000
  10.090 	    3.671 	   -0.215 	    1.000
  10.100 	    3.668 	   -0.151 	    1.000
  10.110 	    3.666 	   -0.079 	    1.000
  10.120 	    3.666 	   -0.007 	    1.000
  10.130 	    3.666 	    0.065 	    1.000
  10.140 	    3.666 	    0.143 	    1.000
  10.150 	    3.666 	    0.230 	    1.000
  10.160 	    3.666 	    0.316 	    1.000
  10.170 	    3.671 	    0.395 	    1.000
  10.180 	    3.676 	    0.466 	    1.000
  10.190 	    3.683 	    0.538 	    1.000
  10.200 	    3.690 	    0.603 	    1.000
  10.210 	    3.698 	    0.660 	    1.000
  10.220 	    3.705 	    0.717 	    1.000
  10.230 	    3.715 	    0.775 	    1.000
  10.240 	    3.724 	    0.832 	    1.000
  10.250 	    3.734 	    0.875 	    1.000
  10.260 	    3.744 	    0.904 	    1.000
  10.270 	    3.754 	    0.925 	    1.000
  10.280 	    3.763 	    0.940 	    1.000
  10.290 	    3.773 	    0.954 	    1.000
  10.300 	    3.783 	    0.968 	    1.000
  10.310 	    3.793 	    0.976 	    1.000
  10.320 	    3.802 	    0.976 	    1.000
  10.330 	    3.812 	    0.976 	    1.000
  10.340 	    3.822 	    0.968 	    1.000
  10.350 	    3.832 	    0.947 	    1.000
  10.360 	    3.841 	    0.918 	    1.000
  10.370 	    3.851 	    0.890 	    1.000
  10.380 	    3.861 	    0.861 	    1.000
  10.390 	    3.871 	    0.832 	    1.000
  10.400 	    3.880 	    0.803 	    1.000
  10.410 	    3.890 	    0.775 	    1.000
  10.420 	    3.900 	    0.746 	    1.000
  10.430 	    3.907 	    0.717 	    1.000
  10.440 	    3.912 	    0.681 	    1.000
  10.450 	    3.917 	    0.638 	    1.000
  10.460 	    3.922 	    0.595 	    1.000
  10.470 	    3.927 	    0.552 	    1.000
  10.480 	    3.932 	    0.502 	    1.000
  10.490 	    3.937 	    0.430 	    1.000
  10.500 	    3.941 	    0.344 	    1.000
  10.510 	    3.946 	    0.265 	    1.000
  10.520 	    3.951 	    0.201 	    1.000
  10.530 	    3.954 	    0.143 	    1.000
  10.540 	    3.956 	    0.086 	    1.000
  10.550 	    3.959 	    0.029 	    1.000
  10.560 	    3.961 	   -0.029 	    1.000
  10.570 	    3.961 	   -0.086 	    1.000
  10.580 	    3.956 	   -0.143 	    1.000
  10.590 	    3.951 	   -0.201 	    1.000
  10.600 	    3.946 	   -0.258 	    1.000
  10.610 	    3.941 	   -0.308 	    1.000
  10.620 	    3.937 	   -0.352 	    1.000
  10.630 	    3.932 	   -0.395 	    1.000
  10.640 	    3.927 	   -0.445 	    1.000
  10.650 	    3.922 	   -0.495 	    1.000
  10.660 	    3.917 	   -0.524 	    1.000
  10.670 	    3.912 	   -0.538 	    1.000
  10.680 	    3.907 	   -0.552 	    1.000
  10.690 	    3.902 	   -0.567 	    1.000
  10.700 	    3.898 	   -0.581 	    1.000
